Class ID,Class Type,Class Title,Campus,Credits,Days,Time,Date,Instructor
BUEC601197,DIS,Building Emotional Intelligence and Critical Thinking,NEWRK,1 Hrs,ASYN,7-week Session A 6/14-7/9,Jun 14 - Jul 9,"Baroudi,Jack J"
BUEC603196,DIS,"Communicating, Branding and Career Networking",NEWRK,1 Hrs,ASYN,7-week Session A 6/28-7/23,Jun 28 - Jul 23,"Pante,Jill Marie"
BUEC603197,DIS,"Communicating, Branding and Career Networking",NEWRK,1 Hrs,ASYN,7-week Session A 6/28-7/23,Jun 28 - Jul 23,"Pante,Jill Marie"
CGSC375910,LEC,Introduction to Communication Disorders in Children,NEWRK,3 Hrs,T,6:00PM - 9:00PM ,Jul 12 - Aug 12,"Kramedas,Kathryn"
CGSC378010,LEC,Anatomy and Physiology of Speaking,NEWRK,3 Hrs,,Canceled,,
CGSC380010,LEC,Clinical Principles and Procedures in Speech Pathology,NEWRK,3 Hrs,,Canceled,,
CHEG366000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CHEG661010,LEC,Introduction to the Bioprocess Industry,NEWRK,3 Hrs,MWF,10:15AM - 12:15PM ,Jun 7 - Jul 9,"Erickson,John"
CHEG665010,INT,Bioprocess Design Internship,NEWRK,1-2 Hrs,ASYN,10-Week Session 6/7-8/12,Jun 7 - Aug 12,"Roberts,Christopher John"
CHEG868800,RSC,Research,NEWRK,1-9 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CHEM101910,LEC,General Chemistry,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Chatellier,Dana Stewart"
CHEM101910,LEC,General Chemistry,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Chatellier,Dana Stewart"
CHEM103010,LEC,General Chemistry,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jun 7 - Jul 9,"Genova,Lauren Alexa"
CHEM104910,LEC,General Chemistry,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jul 12 - Aug 12,"Stemniski,Michael A"
CHEM131920L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,MWF,9:30AM - 12:30PM ,Jul 12 - Aug 12,"Burke,Kathryn Denise"
CHEM133020L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,MWF,12:00PM - 3:00PM ,Jun 7 - Jul 9,"Burke,Kathryn Denise"
CHEM133030L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,MWF,12:00PM - 3:00PM ,Jun 7 - Jul 9,"Burke,Kathryn Denise"
CHEM134920L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,MWF,12:00PM - 3:00PM ,Jul 12 - Aug 12,"Burke,Kathryn Denise"
CHEM134930L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,MWF,12:00PM - 3:00PM ,Jul 12 - Aug 12,"Burke,Kathryn Denise"
CHEM213010,LEC,Elementary Organic Chemistry,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Chatellier,Dana Stewart"
CHEM214910,LEC,Elementary Biochemistry,NEWRK,3 Hrs,MTWRF,4:00PM - 5:30PM ,Jul 12 - Aug 12,"Hoober,Karen Louise"
CHEM321010,LEC,Organic Chemistry I,NEWRK,3 Hrs,MTWRF,1:15PM - 2:45PM ,Jun 7 - Jul 9,"Hietbrink,Bruce Norman"
CHEM322910,LEC,Organic Chemistry II,NEWRK,3 Hrs,MTWRF,1:15PM - 2:45PM ,Jul 12 - Aug 12,"Hietbrink,Bruce Norman"
CHEM325020L,LAB,Organic Chemistry Laboratory I,NEWRK,1 Hrs,MWF,9:30AM - 12:30PM ,Jun 7 - Jul 9,"Sametz,Geoffrey Michael"
CHEM326920L,LAB,Organic Chemistry Laboratory II,NEWRK,1 Hrs,MWF,9:30AM - 12:30PM ,Jul 12 - Aug 12,"Sametz,Geoffrey Michael"
CHEM402000,IND,Teaching Experience,NEWRK,1-3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CHEM868000,RSC,Research,NEWRK,1-9 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CHEM868800,RSC,Research,NEWRK,1-9 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CHEM869000,IND,Master's Thesis,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CHEM969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CIEG211010,LEC,Statics,NEWRK,3 Hrs,,Canceled,,
CIEG466000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CIEG469910,RSC,Undergraduate Research,NEWRK,0-6 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,Staff
CIEG640010,LEC,Organic Chemical Partitioning in Environmental Media,NEWRK,3 Hrs,MW ,3:00PM - 4:30PM ,Jun 7 - Aug 12 ,"Chiu,Pei"
CIEG640011,LEC,Organic Chemical Partitioning in Environmental Media,NEWRK,3 Hrs,MW ,3:00PM - 4:30PM ,Jun 7 - Aug 12 ,"Chiu,Pei"
CIEG666000,IND,SPECIAL PROBLEM,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CIEG866000,IND,SPECIAL PROBLEM,NEWRK,3 Hrs,TBD,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CIEG867010,LEC,SEMINAR: ADVANCED INFRASTRUCTURE MGMT,NEWRK,3 Hrs,W,3:00PM - 6:00PM ,Jun 7 - Jul 9,"McNeil,Sue"
CIEG868000,RSC,Research,NEWRK,1-6 Hrs,TBD,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CIEG868800,RSC,Research,NEWRK,3 Hrs,TBD,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CIEG869000,IND,Master's Thesis,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CIEG964000,IND,Pre-Candidacy Study,NEWRK,3-12 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CIEG969000,IND,Doctoral Dissertation,NEWRK,9 Hrs,TBD,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CISC106010,LEC,General Computer Science for Engineers,NEWRK,3 Hrs,MW,1:15PM - 3:00PM ,Jun 7 - Aug 12,"Asif,Syed Ali"
CISC106020L,LAB,General Computer Science for Engineers,NEWRK,3 Hrs,M,3:00PM - 4:30PM ,Jun 7 - Aug 12,Staff
CISC108010,LEC,Introduction to Computer Science I,NEWRK,3 Hrs,TR,11:30AM - 1:15PM ,Jun 7 - Aug 12,"Roy Chowdhury,Debarati"
CISC108020L,LAB,Introduction to Computer Science I,NEWRK,3 Hrs,T,3:00PM - 4:30PM ,Jun 7 - Aug 12,Staff
CISC181010,LEC,Introduction to Computer Science II,NEWRK,3 Hrs,TR,9:45AM - 11:30AM ,Jun 7 - Aug 12,"Frazier,Matthew"
CISC181020L,LAB,Introduction to Computer Science II,NEWRK,3 Hrs,T,11:30AM - 1:00PM ,Jun 7 - Aug 12,Staff
CISC210010,LEC,Introduction to Systems Programming,NEWRK,3 Hrs,TR,1:15PM - 3:00PM ,Jun 7 - Aug 12,"Mottalib,Md Mozaharul"
CISC210020L,LAB,Introduction to Systems Programming,NEWRK,3 Hrs,T,3:00PM - 4:30PM ,Jun 7 - Aug 12,Staff
CISC220010,LEC,Data Structures,NEWRK,3 Hrs,MW,9:45AM - 11:30AM ,Jun 7 - Aug 12,"Marquez-Hernandez,Rommy A"
CISC220020L,LAB,Data Structures,NEWRK,3 Hrs,M,11:30AM - 1:00PM ,Jun 7 - Aug 12,Staff
CISC355010,LEC,"Computers, Ethics and Society",NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jun 7 - Jul 9,"Lynch,T Gregory"
CISC366000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CISC366000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,Staff
CISC466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CISC699000,IND,Graduate Internship,NEWRK,1 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CISC699900,IND,Graduate Internship,NEWRK,1 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,Staff
CISC868002,RSC,Research,NEWRK,1-9 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CISC868002,RSC,Research,NEWRK,1-9 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CISC868800,RSC,Research,NEWRK,1-9 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Martin,Mary J"
CISC868900,RSC,Research,NEWRK,1-9 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Martin,Mary J"
CISC869000,IND,Master's Thesis,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CISC969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
COMM206010,LEC,"Sex, Violence, and the Media",NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Gadino,Nicholas Michael"
COMM212010,LEC,Oral Communication in Business,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jun 7 - Jul 9,"Weir,Susanna"
COMM212011,LEC,Oral Communication in Business,NEWRK,3 Hrs,,Canceled,,
COMM212012,LEC,Oral Communication in Business,NEWRK,3 Hrs,MTWRF,1:15PM - 2:45PM ,Jun 7 - Jul 9,"Devlin,Megan Marie"
COMM212013,LEC,Oral Communication in Business,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jun 7 - Jul 9,"Kipkoech,Gilbert"
COMM212910,LEC,Oral Communication in Business,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jul 12 - Aug 12,"Oittinen,Erin"
COMM245194,LEC,Media and Society,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Young,Dannagal Goldthwaite"
COMM245195,LEC,Media and Society,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Young,Dannagal Goldthwaite"
COMM330194,LEC,Communication and Interpersonal Behavior,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Caplan,Scott E"
COMM330195,LEC,Communication and Interpersonal Behavior,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Caplan,Scott E"
COMM364010,INT,Internship,NEWRK,1-3 Hrs,R,6:00PM - 7:00PM ,Jun 7 - Jul 9,"Mortenson,Steven Todd"
COMM423010,LEC,"Communication, Advertising, and the Consumer",NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Angelini,James Reynolds"
COMM486010,LEC,Multimedia Literacy,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Hofstetter,Fred T"
COMM609610,LEC,Public Relations Campaign Planning,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Wissinger,Kent"
COMM702610,LEC,Principles of Strategic Communication,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Smith,Tara Lynn"
COMM734610,LEC,Digital Media Content Strategy,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Finn,Jamie"
COMM752610,LEC,Sports Communication & Branding,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Green,Keith"
COMM769610,DIS,Strategic Communication Capstone,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Smith,Tara Lynn"
CPEG466000,IND,INDEPENDENT STUDY,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CPEG466900,IND,INDEPENDENT STUDY,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,Staff
CPEG657610,LEC,Search and Data Mining,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Fang,Hui"
CPEG666000,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CPEG666900,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,TBD,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,Staff
CPEG868000,IND,RESEARCH,NEWRK,1-12 Hrs,TBD,12:00AM - 1:00AM ,Jun 7 - Jul 9,Staff
CPEG868900,IND,RESEARCH,NEWRK,1-12 Hrs,TBD,12:00AM - 12:00PM ,Jul 12 - Aug 12,Staff
CPEG869000,IND,Master's Thesis,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CRJU110010,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,MTWRF,3:00PM - 4:30PM ,Jun 7 - Jul 9,"Joseph,Emma Jean"
CRJU110910,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,MWF,11:30AM - 1:00PM ,Jul 12 - Aug 12,"Demarest,Megan"
CRJU266000,IND,SPECIAL PROBLEM,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CRJU303010,LEC,Juvenile Delinquency,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Hughes,Cresean"
CRJU304910,LEC,Criminology,NEWRK,3 Hrs,MTWRF,3:00PM - 4:30PM ,Jul 12 - Aug 12,"O'Connell,Daniel J"
CRJU366000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CRJU366900,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Rise,Eric W"
CRJU367910,LEC,Seminar,NEWRK,3 Hrs,,Canceled,,
CRJU369010,LEC,"Alcohol, Drugs and Crime",NEWRK,3 Hrs,MTWRF,11:30AM - 1:00PM ,Jun 7 - Jul 9,"Neitzke-Spruill,Logan A"
CRJU460010,LEC,Criminal Justice Policy,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Miller,Susan L"
CRJU466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
CRJU466900,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Sun,Ivan Yihshyan"
CSCD490010,RSC,Research Practicum,NEWRK,1-3 Hrs,TBD,10-Week Session 6/7-8/12,Jun 7 - Jul 9,Staff
CSCD624010,LEC,Dysphagia,NEWRK,2 Hrs,W,4:00PM - 6:00PM ,Jun 7 - Aug 12,"Gregore,Dale Rebhan"
CSCD626010,LEC,Augmentative and Alternative Communication,NEWRK,2 Hrs,M,12:00PM - 3:00PM ,Jun 7 - Aug 12,"McGinley,Kimberly Anne"
CSCD651010,CLN,Clinical Practicum,NEWRK,1-3 Hrs,F,9:00AM - 11:00AM ,Jun 7 - Aug 12,"Truluck,Jacqueline Gatti"
CSCD866000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
CSCD866900,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,"Verdolini Abbott,Katherine T"
CSCD866900,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,"Verdolini Abbott,Katherine T"
CSCD866910,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,"Earle,Frances Sayako"
CSCD964000,IND,Pre-Candidacy Study,NEWRK,3 Hrs,TBD,7-week Session A 6/7-7/23,Jun 7 - Jul 23,Staff
CSCD969000,RSC,Dissertation,NEWRK,1-9 Hrs,TBD,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DANC204010,LEC,Beginning Jazz Dance,NEWRK,3 Hrs,,Canceled,,
DANC204011,LEC,Beginning Jazz Dance,NEWRK,3 Hrs,,Canceled,,
DISA666000,IND,Special Problem,NEWRK,1-12 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DISA858010,INT,Disaster Science and Management Internship,NEWRK,3 Hrs,ASYN,10-Week Session 6/7-8/12,Jun 7 - Aug 12,"Sims,Rebekah"
DISA858011,INT,Disaster Science and Management Internship,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Wachtendorf,Tricia L."
DISA866000,IND,Special Problem,NEWRK,1-12 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DISA868000,RSC,Research,NEWRK,1-9 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DISA868002,RSC,Research,NEWRK,1-9 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DISA868800,RSC,Research,NEWRK,1-9 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DISA869000,IND,Master's Thesis,NEWRK,1-6 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DISA969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,Staff
DIST200000,IND,Access: ABILITY Experience,NEWRK,1-3 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Aug 12,Staff
EAMC620010,FLD,Field Study,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,"Guiler IV,Thomas Augustine"
EAMC620910,FLD,Field Study,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,"Brueckner,Martin C"
EAMC621910,PRC,Summer Institute,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,"Brueckner,Martin C"
EAMC621911,PRC,Summer Institute,NEWRK,0 Hrs,TBD,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Brueckner,Martin C"
ECON100010,LEC,Economic Issues and Policies,NEWRK,3 Hrs,,Canceled,,
ECON100154,LEC,Economic Issues and Policies,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Marra Jr,Vincent Joseph"
ECON100155,LEC,Economic Issues and Policies,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Marra Jr,Vincent Joseph"
ECON100194,LEC,Economic Issues and Policies,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Marra Jr,Vincent Joseph"
ECON100195,LEC,Economic Issues and Policies,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Marra Jr,Vincent Joseph"
ECON101010,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jun 7 - Jul 9,"Buda,Enxhi"
ECON101194,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Link,Charles Robert"
ECON101195,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Link,Charles Robert"
ECON101910,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jul 12 - Aug 12,"Seshie-Nasser,Hellen Adzo"
ECON103010,LEC,Introduction to Macroeconomics,NEWRK,3 Hrs,MTWRF,9:45AM - 11:15AM ,Jun 7 - Jul 9,"Addae-Ankrah,Kwaku"
ECON103011,LEC,Introduction to Macroeconomics,NEWRK,3 Hrs,MTWRF,11:30AM - 1:00PM ,Jun 7 - Jul 9,"Roshi,Besian"
ECON103910,LEC,Introduction to Macroeconomics,NEWRK,3 Hrs,MTWRF,11:30AM - 1:00PM ,Jul 12 - Aug 12,"Amoah,Richard Takyi"
ECON311010,LEC,Economics of Developing Countries,NEWRK,3 Hrs,MTWRF,11:30AM - 1:00PM ,Jun 7 - Jul 9,"Golemac,Andela"
ECON603196,LEC,Economic Analysis for Business Policy,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Asarta PhD,Carlos Jose"
ECON603197,LEC,Economic Analysis for Business Policy,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Asarta PhD,Carlos Jose"
ECON868800,RSC,Research,NEWRK,1-3 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
EDLM622010,LEC,Introduction to Cataloging and Classification,NEWRK,3 Hrs,TR,4:00PM - 8:00PM ,Jun 7 - Jul 9,"Dean,Janet Sim"
EDUC205010,LEC,Human Development: Grades K-8,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Lavigne,Nancy C"
EDUC366000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
EDUC366900,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,"Kotch-Jester,Stephanie Ann"
EDUC450010,LEC,Technology and Cognition,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC450011,LEC,Technology and Cognition,NEWRK,3 Hrs,TR,5:00PM - 6:30PM ,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC466000,IND,Independent Study,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
EDUC467010,LEC,SEMINAR: K-8 TEACHING INTERNSHIP,NEWRK,3 Hrs,MTWRF,8:00AM - 4:00PM ,Jul 12 - Aug 12,"Farley-Ripple,Elizabeth Nash"
EDUC469080,RSC,Research Internship Experience,NEWRK,1-3 Hrs,ASYN,10-Week Session 6/7-8/12,Jun 7 - Aug 12,Staff
EDUC485010,LEC,Multimedia Literacy,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC603010,LEC,Literature for Adolescents,NEWRK,3 Hrs,MW,4:00PM - 8:00PM ,Jun 7 - Jul 9,"Payne,Christine Ann"
EDUC608620,LEC,Literacy Assessment and Instruction I,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Grace,Linda Helena"
EDUC614040,LEC,Teaching Exceptional Adolescents,NEWRK,3 Hrs,R,5:00PM - 8:30PM ,Jun 7 - Jul 27,"Schoen,Christine Mastrippolito"
EDUC614040,LEC,Teaching Exceptional Adolescents,NEWRK,3 Hrs,R,5:00PM - 8:30PM ,Jun 7 - Jul 27,"Schoen,Christine Mastrippolito"
EDUC614620,LEC,Teaching Exceptional Adolescents,NEWRK,3 Hrs,,Canceled,,
EDUC624910,LEC,Introduction to Autism and Severe Disabilities,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Curtiss,Sarah"
EDUC626011,LEC,Functional Communication for Individuals with Autism and Severe Disabilities,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Miller,Rebecca H"
EDUC631620,LEC,Organization and Supervision of Literacy Programs,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Riches,Cary Brandenberger"
EDUC650010,LEC,Technology and Cognition,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC650011,LEC,Technology and Cognition,NEWRK,3 Hrs,TR,5:00PM - 6:30PM ,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC652010,LEC,Introduction to Assitive Technology,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Ritchey,Kristen D"
EDUC653910,LEC,Assistive Technology: High Incidence Disabilities,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Griswold,Christine"
EDUC658010,LEC,Discipline and Classroom Management,NEWRK,3 Hrs,W,4:00PM - 8:00PM ,Jun 7 - Jul 9,"Wilson,Jacquelyn Kay Owens"
EDUC658910,LEC,Discipline and Classroom Management,NEWRK,3 Hrs,T,5:00PM - 8:00PM ,Jul 12 - Aug 12,"Terlecki,Elizabeth Anne"
EDUC665194,LEC,Elementary Statistics,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Bell,Nicholas Steven"
EDUC665195,LEC,Elementary Statistics,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Bell,Nicholas Steven"
EDUC666000,IND,Special Problem,NEWRK,1-12 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
EDUC666900,IND,Special Problem,NEWRK,1-12 Hrs,TBD,12:00AM - 12:00AM ,Jul 12 - Aug 12,Staff
EDUC673910,LEC,School-to-Adult Life Transitions & Disability,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Eisenman,Laura T"
EDUC679910,LEC,Special Education Instruction & Curriculum: Advanced,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Wilson PhD,Joshua"
EDUC680910,LEC,Educational Evaluation: Exceptional Children & Youth,NEWRK,3 Hrs,T,4:00PM - 8:00PM ,Jul 12 - Aug 12,"Ritchey,Kristen D"
EDUC680911,LEC,Educational Evaluation: Exceptional Children & Youth,NEWRK,3 Hrs,ASYN,Second Summer Session 7/12-8/12,Jul 12 - Aug 12,"Monahan,Jessica"
EDUC682010,LEC,Special Issues in Special Education,NEWRK,3 Hrs,MW,4:00PM - 8:00PM ,Jun 7 - Jul 9,"Lawson,Lisa"
EDUC685010,LEC,Multimedia Literacy,NEWRK,3 Hrs,ASYN,First Summer Session 6/7-7/9,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC685011,LEC,Multimedia Literacy,NEWRK,3 Hrs,TR,6:30PM - 8:00PM ,Jun 7 - Jul 9,"Hofstetter,Fred T"
EDUC720620,LEC,Teacher Leadership in Education Policy,NEWRK,3 Hrs,ASYN,7-week Session A 6/7-7/23,Jun 7 - Jul 23,"Hammerschmidt,Carolyn"
EDUC742000,IND,Practicum in Teaching English as a Second Language,NEWRK,3-6 Hrs,TBD,12:00AM - 12:00AM ,Jun 7 - Jul 9,Staff
EDUC753910,LEC,Special Education Instruction and Curriculum: Introduction,NEWRK,3 Hrs,MW,4:00PM - 8:00PM ,Jul 12 - Aug 12,"Lawson,Lisa"
