Class ID,Class Type,Class Title,Campus,Credits,Days,Time,Date,Instructor
HIST104020D,DIS,World History since 1400,NEWRK,3 Hrs,W,4:40PM - 5:30PM,Aug 31 - Dec 10,"Flaherty,Darryl Edward"
HIST104021D,DIS,World History since 1400,NEWRK,3 Hrs,F,10:10AM - 11:00AM,Aug 31 - Dec 10,"Flaherty,Darryl Edward"
HIST104022D,DIS,World History since 1400,NEWRK,3 Hrs,F,10:10AM - 11:00AM,Aug 31 - Dec 10,"Flaherty,Darryl Edward"
HIST104023D,DIS,World History since 1400,NEWRK,3 Hrs,F,12:20PM - 1:10PM,Aug 31 - Dec 10,"Flaherty,Darryl Edward"
HIST104024D,DIS,World History since 1400,NEWRK,3 Hrs,,Canceled,,
HIST104070,LEC,World History since 1400,NEWRK,3 Hrs,TBD,,Aug 31 - Dec 10,"Toole,Ruth A"
HIST104070,LEC,World History since 1400,NEWRK,3 Hrs,TBD,,Aug 31 - Dec 10,"Toole,Ruth A"
HIST104071,LEC,World History since 1400,NEWRK,3 Hrs,TBD,,Aug 31 - Dec 10,"Toole,Ruth A"
HIST104080D,DIS,World History since 1400,NEWRK,3 Hrs,F,10:10AM - 11:00AM,Aug 31 - Dec 10,"Flaherty,Darryl Edward"
HIST104080,LEC,World History since 1400,NEWRK,3 Hrs,MW,10:10AM - 11:00AM,Aug 31 - Dec 10,"Flaherty,Darryl Edward"
HIST104310,LEC,World History since 1400,DOVER,3 Hrs,,Canceled,,
HIST105012,LEC,U.S. History to 1865,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Aug 31 - Dec 10,"Bendler,Bruce Arthur"
