Class ID,Class Type,Class Title,Campus,Credits,Days,Time,Date,Instructor,PreReqs
ACCT200010,LEC,Survey of Accounting,NEWRK,4 Hrs,TR,3:30PM - 5:15PM,Feb 7 - May 17,"Kane,Gregory D",{}
ACCT207010,LEC,Accounting I,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Levine,Carolyn",{}
ACCT207011,LEC,Accounting I,NEWRK,3 Hrs,TR,8:00AM - 9:15AM,Feb 7 - May 17,"Velury,Uma",{}
ACCT207012,LEC,Accounting I,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Vermeer,Thomas Edward",{}
ACCT207013,LEC,Accounting I,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Jenkins,David Shawn",{}
ACCT207014,LEC,Accounting I,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Levine,Carolyn",{}
ACCT207015,LEC,Accounting I,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"McMartin,Andrew",{}
ACCT207016,LEC,Accounting I,NEWRK,3 Hrs,,Canceled,,,{}
ACCT207017,LEC,Accounting I,NEWRK,3 Hrs,,Canceled,,,{}
ACCT207018,LEC,Accounting I,NEWRK,3 Hrs,,Canceled,,,{}
ACCT207019,LEC,Accounting I,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Wright,Diane Marie Lambert",{}
ACCT207020,LEC,Accounting I,NEWRK,3 Hrs,,Canceled,,,{}
ACCT207050,LEC,Accounting I,NEWRK,3 Hrs,MW,5:00PM - 6:15PM,Feb 7 - May 17,"McMartin,Andrew",{}
ACCT207051,LEC,Accounting I,NEWRK,3 Hrs,MW,6:30PM - 7:45PM,Feb 7 - May 17,"McMartin,Andrew",{}
ACCT207070,LEC,Accounting I,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A",{}
ACCT207075,LEC,Accounting I,NEWRK,3 Hrs,,Canceled,,,{}
ACCT207080,LEC,Accounting I,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"McMartin,Andrew",{}
ACCT208010,LEC,Accounting II,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Etheridge,Paige Penelope",{'required': {'ACCT207': 'false'}}
ACCT208011,LEC,Accounting II,NEWRK,3 Hrs,MWF,9:05AM - 9:55AM,Feb 7 - May 17,"Etheridge,Paige Penelope",{'required': {'ACCT207': 'false'}}
ACCT208012,LEC,Accounting II,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Levine,Carolyn",{'required': {'ACCT207': 'false'}}
ACCT208013,LEC,Accounting II,NEWRK,3 Hrs,MWF,1:25PM - 2:15PM,Feb 7 - May 17,"McDougal,Karen",{'required': {'ACCT207': 'false'}}
ACCT208014,LEC,Accounting II,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Jones,Scott K",{'required': {'ACCT207': 'false'}}
ACCT208015,LEC,Accounting II,NEWRK,3 Hrs,,Canceled,,,{'required': {'ACCT207': 'false'}}
ACCT208016,LEC,Accounting II,NEWRK,3 Hrs,,Canceled,,,{'required': {'ACCT207': 'false'}}
ACCT208017,LEC,Accounting II,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"McDougal,Karen",{'required': {'ACCT207': 'false'}}
ACCT208018,LEC,Accounting II,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"McDougal,Karen",{'required': {'ACCT207': 'false'}}
ACCT208019,LEC,Accounting II,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"McDougal,Karen",{'required': {'ACCT207': 'false'}}
ACCT208020,LEC,Accounting II,NEWRK,3 Hrs,,Canceled,,,{'required': {'ACCT207': 'false'}}
ACCT208021,LEC,Accounting II,NEWRK,3 Hrs,TR,8:00AM - 9:15AM,Feb 7 - May 17,"Jones,Scott K",{'required': {'ACCT207': 'false'}}
ACCT208022,LEC,Accounting II,NEWRK,3 Hrs,,Canceled,,,{'required': {'ACCT207': 'false'}}
ACCT208023,LEC,Accounting II,NEWRK,3 Hrs,,Canceled,,,{'required': {'ACCT207': 'false'}}
ACCT208050,LEC,Accounting II,NEWRK,3 Hrs,MW,5:00PM - 6:15PM,Feb 7 - May 17,"Levine,Carolyn",{'required': {'ACCT207': 'false'}}
ACCT208051,LEC,Accounting II,NEWRK,3 Hrs,MW,6:30PM - 7:45PM,Feb 7 - May 17,"Levine,Carolyn",{'required': {'ACCT207': 'false'}}
ACCT302010,LEC,Accounting Information Systems,NEWRK,3 Hrs,TR,8:00AM - 9:15AM,Feb 7 - May 17,"Geerts,Guido L",{'required': {'ACCT208': 'false'}}
ACCT302080,LEC,Accounting Information Systems,NEWRK,3 Hrs,TR,8:00AM - 9:15AM,Feb 7 - May 17,"Geerts,Guido L",{'required': {'ACCT208': 'false'}}
ACCT315010,LEC,Intermediate Accounting I,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Yehuda,Nir","{'required': {'ACCT207': 'false', 'ACCT208': 'false'}}"
ACCT315011,LEC,Intermediate Accounting I,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Yehuda,Nir","{'required': {'ACCT207': 'false', 'ACCT208': 'false'}}"
ACCT316010,LEC,Intermediate Accounting II,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Jenkins,David Shawn",{'required': {'ACCT315': 'false'}}
ACCT327010,LEC,Cost Accounting,NEWRK,3 Hrs,MWF ,1:25PM - 2:15PM ,Feb 7 - May 17 ,"Dragone,Debra Sue Gassner",{'required': {'ACCT208': 'false'}}
ACCT327011,LEC,Cost Accounting,NEWRK,3 Hrs,MWF ,10:10AM - 11:00AM ,Feb 7 - May 17 ,"Dragone,Debra Sue Gassner",{'required': {'ACCT208': 'false'}}
ACCT350010,LEC,Business Law I,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Coffin,Roger G",{}
ACCT350080,LEC,Business Law I,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Coffin,Roger G",{}
ACCT351010,LEC,Business Law II,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Coffin,Roger G",{'required': {'ACCT350': 'false'}}
ACCT351080,LEC,Business Law II,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Coffin,Roger G",{'required': {'ACCT350': 'false'}}
ACCT352010,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"McCloskey Esq,Jennifer Zelvin",{}
ACCT352011,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"McCloskey Esq,Jennifer Zelvin",{}
ACCT352012,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Alexander JD,Virgil E",{}
ACCT352013,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Moffa Jr,Louis Robert",{}
ACCT352014,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Moffa Jr,Louis Robert",{}
ACCT352014,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Moffa Jr,Louis Robert",{}
ACCT352015,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Alexander JD,Virgil E",{}
ACCT352016,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Moffa Jr,Louis Robert",{}
ACCT352017,LEC,Law and Social Issues in Business,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Alexander JD,Virgil E",{}
ACCT363000,IND,Service Learning and Earned Income Tax Credit,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff,{}
ACCT366000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff,{}
ACCT402010,LEC,Big Data Technologies,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Geerts,Guido L",{'required': {}}
ACCT413010,LEC,Income Tax Accounting,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Etheridge,Paige Penelope",{'required': {'ACCT315': 'false'}}
ACCT413011,LEC,Income Tax Accounting,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Etheridge,Paige Penelope",{'required': {'ACCT315': 'false'}}
ACCT414010,LEC,Advanced Federal Taxation,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Greenstein,Brian Richard",{'required': {'ACCT413': 'false'}}
ACCT414011,LEC,Advanced Federal Taxation,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Greenstein,Brian Richard",{'required': {'ACCT413': 'false'}}
ACCT415010,LEC,Advanced Accounting,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Velury,Uma",{'required': {'ACCT316': 'false'}}
ACCT416010,LEC,Fiduciary Income Tax,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"McCloskey Esq,Jennifer Zelvin","{'required': {'ACCT450': 'false'}, 'optional1': {'ACCT313': 'false', 'ACCT350': 'false'}}"
ACCT417010,LEC,Auditing,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Vermeer,Thomas Edward",{'required': {'ACCT316': 'false'}}
ACCT418050,LEC,Estate Planning,NEWRK,3 Hrs,M,6:00PM - 9:00PM,Feb 7 - May 17,"Diamond,David Arthur",{'required': {}}
ACCT418051,LEC,Estate Planning,NEWRK,3 Hrs,W,6:00PM - 9:00PM,Feb 7 - May 17,"Diamond,David Arthur",{'required': {}}
ACCT420010,LEC,Theory of External Reporting and Applications,NEWRK,3 Hrs,MW,3:35PM - 6:35PM,Apr 4 - May 20,"Levine,Carolyn",{'required': {'ACCT315': 'false'}}
ACCT425010,LEC,Strategic Information Systems and Accounting,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Fico,Joan","{'required': {'ACCT302': 'false', 'ACCT316': 'false'}}"
ACCT425050,LEC,Strategic Information Systems and Accounting,NEWRK,3 Hrs,TR,5:00PM - 6:15PM,Feb 7 - May 17,"Fico,Joan","{'required': {'ACCT302': 'false', 'ACCT316': 'false'}}"
ACCT425080,LEC,Strategic Information Systems and Accounting,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Fico,Joan","{'required': {'ACCT302': 'false', 'ACCT316': 'false'}}"
ACCT425082,LEC,Strategic Information Systems and Accounting,NEWRK,3 Hrs,TR,5:00PM - 6:15PM,Feb 7 - May 17,"Fico,Joan","{'required': {'ACCT302': 'false', 'ACCT316': 'false'}}"
ACCT457050,LEC,Legal Issues for Entrepreneurs,NEWRK,3 Hrs,W,5:00PM - 8:00PM,Feb 7 - May 17,"Jumper Esq,James Bradley",{}
ACCT600196,LEC,Financial Reporting and Analysis,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - Mar 25,"Levine,Carolyn",{}
ACCT600197,LEC,Financial Reporting and Analysis,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - Mar 25,"Levine,Carolyn",{}
ACCT600198,LEC,Financial Reporting and Analysis,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Apr 4 - May 20,"Levine,Carolyn",{}
ACCT600199,LEC,Financial Reporting and Analysis,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Apr 4 - May 20,"Levine,Carolyn",{}
ACCT602010,LEC,Big Data Technologies,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Geerts,Guido L",{}
ACCT604196,LEC,Database Design and Implementation,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - Mar 25,"Monk,Ellen Jean Fischer",{}
ACCT604197,LEC,Database Design and Implementation,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - Mar 25,"Monk,Ellen Jean Fischer",{}
ACCT606050,LEC,"Object-oriented Systems Analysis, Design and Implementation",NEWRK,3 Hrs,T,6:00PM - 9:00PM,Feb 7 - May 17,"Laskowski,Jason Daniel",{'required': {'ACCT604': 'false'}}
ACCT610196,LEC,Financial Reporting I,NEWRK,2 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - Mar 25,"Yehuda,Nir",{'required': {'ACCT207': 'false'}}
ACCT611198,LEC,Financial Reporting II,NEWRK,2 Hrs,ASYN,12:00AM - 12:00AM,Apr 4 - May 20,"Yehuda,Nir",{'required': {'ACCT610': 'false'}}
ACCT613010,LEC,Federal Taxation of Income and Property Transactions,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Etheridge,Paige Penelope",{}
ACCT613011,LEC,Federal Taxation of Income and Property Transactions,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Etheridge,Paige Penelope",{}
ACCT614010,LEC,Advanced Federal Taxation,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Greenstein,Brian Richard",{'required': {'ACCT413': 'false'}}
ACCT614011,LEC,Advanced Federal Taxation,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Greenstein,Brian Richard",{'required': {'ACCT413': 'false'}}
ACCT615010,LEC,Advanced Financial Reporting,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Velury,Uma",{'required': {'ACCT612': 'false'}}
ACCT615196,LEC,Advanced Financial Reporting,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Tsakumis,George Theodore",{'required': {'ACCT612': 'false'}}
ACCT617010,LEC,"Auditing, Ethics, and Professional Responsibility",NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Vermeer,Thomas Edward",{'required': {'ACCT612': 'false'}}
ACCT617011,LEC,"Auditing, Ethics, and Professional Responsibility",NEWRK,3 Hrs,,Canceled,,,{'required': {'ACCT612': 'false'}}
ACCT618050,LEC,Estate Planning,NEWRK,3 Hrs,M,6:00PM - 9:00PM,Feb 7 - May 17,"Diamond,David Arthur",{'required': {}}
ACCT618051,LEC,Estate Planning,NEWRK,3 Hrs,W,6:00PM - 9:00PM,Feb 7 - May 17,"Diamond,David Arthur",{'required': {}}
ACCT620010,LEC,Theory of External Reporting and Applications,NEWRK,3 Hrs,MW,3:35PM - 6:35PM,Apr 4 - May 20,"Levine,Carolyn",{'required': {'ACCT316': 'false'}}
ACCT653198,LEC,Business Law for Accountants,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Apr 4 - May 20,"Alexander JD,Virgil E",{'required': {'ACCT207': 'false'}}
ACCT657050,LEC,Legal Issues for Entrepreneurs,NEWRK,3 Hrs,W,5:00PM - 8:00PM,Feb 7 - May 17,"Jumper Esq,James Bradley",{}
ACCT683050,LEC,International Accounting,NEWRK,3 Hrs,T,6:00PM - 9:00PM,Feb 7 - May 17,"Kane,Gregory D",{'required': {}}
ADMN102010,ADM,Career and Life Studies Certificate I,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Freedman,Brian Howard",{}
ADMN119010,ADM,Dual Enrollement,NEWRK,0 Hrs,TBD,,-,Staff,{}
ADMN562011,ADM,GRADUATE CONTRACT,NEWRK,0 Hrs,TBD,,-,Staff,{}
ADMN562011,ADM,GRADUATE CONTRACT,NEWRK,0 Hrs,TBD,,-,Staff,{}
ADMN562015,ADM,GRADUATE CONTRACT,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff,{}
AFRA107010,LEC,History of Rock,NEWRK,3 Hrs,ASYN,,Feb 7 - May 17,"England Baab,Sarah Jean",{}
AFRA107011,LEC,History of Rock,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Gentry,Philip Max",{}
AFRA110010,LEC,Introduction to African American Studies,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Serrano,Jorge Luis",{}
AFRA110012,LEC,Introduction to African American Studies,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Davis Jr,Theodore J",{}
AFRA110710,LEC,Introduction to African American Studies,WILM,3 Hrs,MW,1:30PM - 2:45PM,Feb 7 - May 17,"Livingston,Lawrence Michael",{}
AFRA205010,LEC,Contemporary African American Issues: ENVIRONMENTAL JUSTICE,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Richardson,Jefffrey L",{}
AFRA206010,LEC,Survey of African American Culture: WAGES OF WHITENESS,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Stanford,Brandon",{}
AFRA206710,LEC,Survey of African American Culture,WILM,3 Hrs,MW,3:00PM - 4:15PM,Feb 7 - May 17,"Livingston,Lawrence Michael",{}
AFRA215010,LEC,Race in Society,NEWRK,3 Hrs,MW,6:30PM - 7:45PM,Feb 7 - May 17,"Stanford,Brandon",{}
AFRA220010,LEC,The Civil Rights Movement,NEWRK,3 Hrs,MW,5:00PM - 6:15PM,Feb 7 - May 17,"Stanford,Brandon",{}
AFRA220710,LEC,The Civil Rights Movement,WILM,3 Hrs,TR,3:00PM - 4:15PM,Feb 7 - May 17,"Livingston,Lawrence Michael",{}
AFRA227010,LEC,Popular Music of the Global South,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Miller,Colin David",{}
AFRA230010,LEC,Introduction to Politics and Social Justice,NEWRK,3 Hrs,MWF,1:25PM - 2:15PM,Feb 7 - May 17,"Oskooii,Kassra",{}
AFRA240010,LEC,Create Performances about Black American History using all Art Forms,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"El-Amin,Hassan",{}
AFRA306010,LEC,African America History Since the Civil War,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Hicks,Cheryl",{}
AFRA306011,LEC,African America History Since the Civil War,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Hicks,Cheryl",{}
AFRA307010,LEC,Black Thought and Philosophy,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Richardson,Jefffrey L",{}
AFRA321010,LEC,Black Women and Popular Culture,NEWRK,3 Hrs,TR,5:00PM - 6:15PM,Feb 7 - May 17,"Gaiter,Colette Christine",{}
AFRA324010,LEC,The Art of Social Change,NEWRK,3 Hrs,TR,6:30PM - 7:45PM,Feb 7 - May 17,"Gaiter,Colette Christine",{}
AFRA334010,LEC,Black Women's History Since 1865,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Hicks,Cheryl",{}
AFRA334011,LEC,Black Women's History Since 1865,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Hicks,Cheryl",{}
AFRA336010,LEC,American Slavery,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Benjamin Golden,Kathryn",{}
AFRA336011,LEC,American Slavery,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Benjamin Golden,Kathryn",{}
AFRA355010,LEC,"Inequality, Crime and Justice",NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Gray,Andrew Charles",{}
AFRA373010,LEC,Sociology of Gangster Rap Music and Culture,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Payne,Yasser Arafat",{}
AFRA418010,LEC,"Race, Gender, and Poverty",NEWRK,3 Hrs,M,5:00PM - 8:00PM,Feb 7 - May 17,"Bouek,Jennifer",{'required': {'SOCI201': 'false'}}
AFRA445010,LEC,Black Bodies on Display: Race in Museums,NEWRK,3 Hrs,T,2:00PM - 5:00PM,Feb 7 - May 17,"McGee,Julie L",{}
AFRA490010,LEC,Senior Colloquium,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Serrano,Jorge Luis",{'required': {'AFRA391': 'false'}}
AFRA601001D,DIS,Africana Research Methods,NEWRK,3 Hrs,R,12:30PM - 3:30PM,Feb 7 - May 17,"Serrano,Jorge Luis",{'required': {'AFRA600': 'false'}}
AFRA643010,LEC,Africa Under Colonial Rule,NEWRK,3 Hrs,M,3:35PM - 6:35PM,Feb 7 - May 17,"Maloba,Wunyabari",{}
AFRA645010,LEC,Black Bodies on Display: Race in Museums,NEWRK,3 Hrs,T,2:00PM - 5:00PM,Feb 7 - May 17,"McGee,Julie L",{}
AFRA649010,LEC,Civil Rights Law and Policy,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Ware,Leland Brett",{}
AFRA650010,LEC,Black Community Studies: STREET ETHNOGRAPHY,NEWRK,3 Hrs,W,5:00PM - 8:00PM,Feb 7 - May 17,"Payne,Yasser Arafat",{}
AFRA666010,IND,SPECIAL PROBLEM,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Benjamin Golden,Kathryn",{}
AFSC111010,LEC,Foundations of the United States Air Force II,NEWRK,1 Hrs,T,9:30AM - 10:45AM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC151010L,LAB,Initial Military Training II,NEWRK,0 Hrs,T,7:00AM - 9:00AM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC211010,LEC,Evolution of United States Air and Space Power II,NEWRK,1 Hrs,T,11:00AM - 12:00PM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC251010L,LAB,Field Training Preparation II,NEWRK,0 Hrs,T,7:00AM - 9:00AM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC311010,LEC,Leadership Studies II,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC351010L,LAB,Intermediate Cadet Leader Training II,NEWRK,0 Hrs,T,7:00AM - 9:00AM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC411010,LEC,National Security Affairs II,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Busch,Jonathan",{}
AFSC451010L,LAB,Senior Cadet Leader Training II,NEWRK,0 Hrs,T,7:00AM - 9:00AM,Feb 7 - May 17,"Busch,Jonathan",{}
AGRI217010,LEC,Leadership and Communication in Agriculture,NEWRK,3 Hrs,T,11:00AM - 12:15PM,Feb 7 - May 17,"Rodgers,Michelle Skiles",{}
AGRI400010,LEC,Senior Capstone in Agriculture and Natural Resources,NEWRK,1 Hrs,M,8:00AM - 8:50AM,Feb 7 - May 17,"Isaacs,Mark A",{}
ANFS102010,LEC,Food for Thought,NEWRK,3 Hrs,ASYN,,Feb 7 - May 17,"Kniel,Kalmia E",{}
ANFS102080,LEC,Food for Thought,NEWRK,3 Hrs,ASYN ,4:40PM - 5:20PM,Feb 7 - May 17 ,"Kniel,Kalmia E",{}
ANFS166000,IND,Special Problem,NEWRK,1-3 Hrs,ASYN,,Feb 7 - May 17,Staff,{}
ANFS166000,IND,Special Problem,NEWRK,1-3 Hrs,ASYN,,Feb 7 - May 17,Staff,{}
ANFS218010,LEC,Fermentation Sciences,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Donofrio,Nicole M",{}
ANFS240010,LEC,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,MWF,8:00AM - 8:50AM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240020L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,T,3:30PM - 6:30PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240021L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,T,12:30PM - 3:15PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240022L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,M,1:25PM - 4:25PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240023L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,M,10:10AM - 1:10PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240024L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,W,10:10AM - 1:10PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240080,LEC,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,MWF,8:00AM - 8:50AM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240081L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,T,12:30PM - 3:15PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240082L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,M,1:25PM - 4:25PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240083L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,M,10:10AM - 1:10PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240084L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,T,3:30PM - 6:30PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS240085L,LAB,Functional Anatomy of Domestic Animals,NEWRK,4 Hrs,W,10:10AM - 1:10PM,Feb 7 - May 17,"Renzetti,Annie",{}
ANFS251010,LEC,Animal Nutrition,NEWRK,3 Hrs,T ,8:00AM - 9:15AM,Feb 7 - May 17 ,"Griffiths,Lesa G",{'required': {'ANFS101': 'false'}}
ANFS251011,LEC,Animal Nutrition,NEWRK,3 Hrs,R,8:00AM - 9:15AM,Feb 7 - May 17,"Griffiths,Lesa G",{'required': {'ANFS101': 'false'}}
ANFS252020D,DIS,Animal Nutrition Applications,NEWRK,1 Hrs,W,1:25PM - 2:15PM,Feb 7 - May 17,"Li,Yihang",{}
ANFS252021D,DIS,Animal Nutrition Applications,NEWRK,1 Hrs,W,2:30PM - 3:20PM,Feb 7 - May 17,"Li,Yihang",{}
ANFS252022D,DIS,Animal Nutrition Applications,NEWRK,1 Hrs,W,3:35PM - 4:25PM,Feb 7 - May 17,"Li,Yihang",{}
ANFS252023D,DIS,Animal Nutrition Applications,NEWRK,1 Hrs,W,4:40PM - 5:30PM,Feb 7 - May 17,"Li,Yihang",{}
ANFS265010,LEC,Perspectives in Career and Professional Development,NEWRK,1 Hrs,M,2:30PM - 3:20PM,Feb 7 - May 17,"Parcells,Mark Steven",{}
ANFS267011,LEC,SEMINAR: CLINICAL PRE-VET EXPERIENCE 2,NEWRK,2 Hrs,TBD,,Feb 7 - May 17,"DeMarco,Stephanie",{}
ANFS267020D,DIS,SEMINAR: CLINICAL PRE-VET EXPERIENCE 2,NEWRK,2 Hrs,F,10:10AM - 12:10PM,Feb 7 - May 17,"DeMarco,Stephanie",{}
ANFS267021D,DIS,SEMINAR: CLINICAL PRE-VET EXPERIENCE 2,NEWRK,2 Hrs,F,2:00PM - 4:00PM,Feb 7 - May 17,"DeMarco,Stephanie",{}
ANFS300010,LEC,Principles of Animal and Plant Genetics,NEWRK,3 Hrs,MWF,9:05AM - 9:55AM,Feb 7 - May 17,"Abasht,Behnam",{'required': {}}
