Class ID,Class Type,Class Title,Campus,Credits,Days,Time,Date,Instructor,PreReqs
CHEM104122,LEC,General Chemistry,NEWRK,3 Hrs,TR ,11:00AM - 12:15PM ,Feb 7 - May 17 ,"Daly,Trevor Alan",{'required': {}}
CHEM104124,LEC,General Chemistry,NEWRK,3 Hrs,TR ,11:00AM - 12:15PM ,Feb 7 - May 17 ,"Daly,Trevor Alan",{'required': {}}
CHEM104125,LEC,General Chemistry,NEWRK,3 Hrs,TR ,8:00AM - 9:15AM ,Feb 7 - May 17 ,"Fajardo PhD,Jacqueline L.",{'required': {}}
CHEM104126,LEC,General Chemistry,NEWRK,3 Hrs,TR ,11:00AM - 12:15PM ,Feb 7 - May 17 ,"Daly,Trevor Alan",{'required': {}}
CHEM104127,LEC,General Chemistry,NEWRK,3 Hrs,TR ,12:30PM - 1:45PM ,Feb 7 - May 17 ,"Daly,Trevor Alan",{'required': {}}
CHEM104310,LEC,General Chemistry,DOVER,3 Hrs,TR,5:00PM - 6:15PM,Feb 7 - May 17,"Dao,Huy A",{'required': {}}
CHEM104510,LEC,General Chemistry,GTOWN,3 Hrs,W,4:30PM - 7:30PM,Feb 7 - May 17,"Cox,Bryan",{'required': {}}
CHEM104710,LEC,General Chemistry,WILM,3 Hrs,TR,1:30PM - 2:45PM,Feb 7 - May 17,"Kucharczyk,Robin R",{'required': {}}
CHEM106010,LEC,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106020L,LAB,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,M,9:05AM - 12:05PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106020D,DIS,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,F,12:20PM - 1:10PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106021L,LAB,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,M,12:20PM - 3:20PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106021D,DIS,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,F,11:15AM - 12:05PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106022L,LAB,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,M,3:35PM - 6:35PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106022D,DIS,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,F,12:20PM - 1:10PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106023L,LAB,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,M,7:00PM - 10:00PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106023D,DIS,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,F,11:15AM - 12:05PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106024D,DIS,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,F,12:20PM - 1:10PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106024L,LAB,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,T,12:15PM - 3:15PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106025D,DIS,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,F,11:15AM - 12:05PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM106025L,LAB,Elementary Bioorganic Chemistry,NEWRK,5 Hrs,T,6:00PM - 9:00PM,Feb 7 - May 17,"Zhuang,Zhihao",{}
CHEM112010,LEC,General Chemistry,NEWRK,3 Hrs,MWF ,9:05AM - 9:55AM ,Feb 7 - May 17 ,"Daly,Trevor Alan",{'required': {}}
CHEM112020D,DIS,General Chemistry,NEWRK,3 Hrs,F,12:20PM - 1:10PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM112021D,DIS,General Chemistry,NEWRK,3 Hrs,F,1:25PM - 2:15PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM112022D,DIS,General Chemistry,NEWRK,3 Hrs,F,2:30PM - 3:20PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM112023D,DIS,General Chemistry,NEWRK,3 Hrs,F,12:20PM - 1:10PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM112024D,DIS,General Chemistry,NEWRK,3 Hrs,F,1:25PM - 2:15PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM112025D,DIS,General Chemistry,NEWRK,3 Hrs,F,3:35PM - 4:25PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM112080,LEC,General Chemistry,NEWRK,3 Hrs,MWF,9:05AM - 9:55AM,Feb 7 - May 17,"Dybowski,Cecil",{'required': {}}
CHEM112080D,DIS,General Chemistry,NEWRK,3 Hrs,W,1:25PM - 2:15PM,Feb 7 - May 17,"Dybowski,Cecil",{'required': {}}
CHEM112080,LEC,General Chemistry,NEWRK,3 Hrs,R,7:00PM - 10:00PM,Feb 7 - May 17,"Dybowski,Cecil",{'required': {}}
CHEM120010,LEC,Quantitative Chemistry,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Beebe Jr.,Thomas P",{'required': {}}
CHEM120020L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,MW,12:20PM - 3:20PM,Feb 7 - May 17,Staff,{'required': {}}
CHEM120021L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,MW,7:00PM - 10:00PM,Feb 7 - May 17,Staff,{'required': {}}
CHEM120022L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,TR,12:30PM - 3:30PM,Feb 7 - May 17,"Beebe Jr.,Thomas P",{'required': {}}
CHEM120080L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,M,3:35PM - 6:35PM,Feb 7 - May 17,"Beebe Jr.,Thomas P",{'required': {}}
CHEM120080,LEC,Quantitative Chemistry,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Beebe Jr.,Thomas P",{'required': {}}
CHEM120080L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,T,3:30PM - 6:30PM,Feb 7 - May 17,Staff,{'required': {}}
CHEM120080L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,M,3:35PM - 6:35PM,Feb 7 - May 17,"Beebe Jr.,Thomas P",{'required': {}}
CHEM120080,LEC,Quantitative Chemistry,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Beebe Jr.,Thomas P",{'required': {}}
CHEM120080L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,T,3:30PM - 6:30PM,Feb 7 - May 17,Staff,{'required': {}}
CHEM120081L,LAB,Quantitative Chemistry,NEWRK,3 Hrs,W ,3:35PM - 6:35PM ,Feb 7 - May 17 ,"Beebe Jr.,Thomas P",{'required': {}}
CHEM131020L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,9:25AM - 12:25PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM131021L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,12:30PM - 3:30PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM131022L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM131023L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,7:00PM - 10:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM132020L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,,Canceled,,,"{'required': {'CHEM101': 'false', 'CHEM131': 'false'}}"
CHEM132021L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,F,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise","{'required': {'CHEM101': 'false', 'CHEM131': 'false'}}"
CHEM133010L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,12:20PM - 3:20PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133011L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133012L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,7:00PM - 10:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133013L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,12:30PM - 3:30PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133014L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133015L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,7:00PM - 10:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133016L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,8:30AM - 11:30AM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133017L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,11:45AM - 2:45PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133018L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,3:00PM - 6:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133019L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,12:30PM - 3:30PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133020L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{}
CHEM133070L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A",{}
CHEM134010L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,12:30PM - 3:30PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134011L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134012L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,7:00PM - 10:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134013L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,9:25AM - 12:25PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134014L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,12:30PM - 3:30PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134015L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134016L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,T,7:00PM - 10:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134017L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,9:05AM - 12:05PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134018L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,12:20PM - 3:20PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134019L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,3:35PM - 6:35PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134020L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,7:00PM - 10:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134021L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,8:30AM - 11:30AM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134022L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,11:45AM - 2:45PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134023L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,3:00PM - 6:00PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134024L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,F,9:05AM - 12:05PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134025L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,F,12:20PM - 3:20PM,Feb 7 - May 17,"Burke,Kathryn Denise",{'required': {}}
CHEM134071L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A",{'required': {}}
CHEM134084L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,12:30PM - 3:15PM,Feb 7 - May 17,"Fajardo PhD,Jacqueline L.",{'required': {}}
CHEM134085L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,M,12:30PM - 3:15PM,Feb 7 - May 17,"Fajardo PhD,Jacqueline L.",{'required': {}}
CHEM134110L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,F,8:00AM - 10:15AM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM134111L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,F,10:30AM - 12:45PM,Feb 7 - May 17,"Fajardo PhD,Jacqueline L.",{'required': {}}
CHEM134112L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,F,1:00PM - 3:15PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM134114L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,8:00AM - 10:15AM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM134115L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,10:30AM - 12:45PM,Feb 7 - May 17,"Fajardo PhD,Jacqueline L.",{'required': {}}
CHEM134116L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,1:00PM - 3:15PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM134117L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,R,3:30PM - 5:45PM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
CHEM134120L,LAB,General Chemistry Laboratory,NEWRK,1 Hrs,W,8:00AM - 10:15AM,Feb 7 - May 17,"Daly,Trevor Alan",{'required': {}}
